deal_id,account,pipeline,stage,deal_value,sales_rep,deal_created,deal_closed,deal_activities_done,account_tier,account_province,account_store_type,account_tax_status,account_discount_pct,account_payment_terms,account_activities_done,account_deals_won
1751,Account 0503,Orders,Shipped,13090.0,Rep A,2022-11-15,2022-11-16,0,Standard,Misiones,Other,Simplified regime,7.0,Upfront,10.0,7.0
1752,Account 0138,Orders,Shipped,12513.0,Rep B,2022-09-30,2022-10-13,0,Key,Rio Negro,Art supply store,Simplified regime,22.0,Upfront,13.0,10.0
1753,Account 0462,Orders,Shipped,13395.0,Rep A,2023-01-11,2023-01-13,2,Low,Santa Fe,Workshop,Final consumer,15.0,Upfront,8.0,5.0
1754,Account 0354,Orders,Shipped,13295.0,Rep A,2021-12-09,2021-12-09,0,Standard,AMBA Norte,Workshop,Final consumer,15.0,,13.0,6.0
1755,Account 0302,Orders,Shipped,12698.0,Rep A,2022-01-19,2022-01-21,0,Standard,AMBA Norte,Art supply store,VAT registered,15.0,Upfront,16.0,10.0
1756,Account 0354,Orders,Shipped,12965.0,Rep C,2022-01-25,2022-02-10,0,Standard,AMBA Norte,Workshop,Final consumer,15.0,,13.0,6.0
1757,Account 0194,Orders,Shipped,12398.0,Rep A,2022-03-22,2022-05-02,0,Standard,BA Norte,Paint store,VAT registered,,Upfront,7.0,4.0
1758,Account 0349,Orders,Shipped,13457.0,Rep A,2022-05-13,2022-05-26,0,Low,AMBA Norte,Workshop,VAT registered,7.0,Upfront,5.0,7.0
1759,Account 0409,Orders,Shipped,13360.0,Rep A,2022-09-28,2022-10-03,2,Standard,CABA,Other,Simplified regime,22.0,Upfront,17.0,53.0
1760,Account 0185,Orders,Shipped on credit,13338.0,Rep A,2022-12-05,2022-12-16,0,Key,CABA,Art supply store,VAT registered,22.0,30 days,15.0,39.0
1761,Account 0277,Orders,Shipped,12555.0,Rep A,2022-06-10,2022-07-04,0,Potential,CABA,Art supply store,VAT registered,28.0,Upfront,15.0,20.0
1762,Account 0214,Orders,Shipped,12338.0,Rep A,2022-09-13,2022-10-03,5,Key,Santa Fe,Art supply store,VAT registered,22.0,,14.0,8.0
1763,Account 0161,Orders,Shipped,12383.0,Rep A,2022-04-22,2022-05-10,3,Standard,Santa Fe,Workshop,Final consumer,15.0,Upfront,11.0,6.0
1764,Account 0427,Orders,Shipped,12220.0,Rep A,2021-11-17,2022-02-15,0,Low,AMBA Sur,Workshop,Final consumer,15.0,Upfront,2.0,6.0
1765,Account 0279,Orders,Shipped,12251.0,Rep C,2022-04-22,2022-05-11,2,Standard,AMBA Sur,Art supply store,Simplified regime,15.0,,10.0,8.0
1766,Account 0028,Orders,Shipped on credit,12186.0,Rep A,2022-03-25,2022-05-05,0,Strategic,Cordoba,Art supply store,VAT registered,22.0,Open account,6.0,6.0
1767,Account 0467,Orders,Shipped,13347.0,Rep A,2022-03-11,2022-03-18,1,Standard,Santa Fe,Other,Simplified regime,7.0,Upfront,7.0,6.0
1768,Account 0134,Orders,Shipped,12171.0,Rep A,2022-03-23,2022-05-02,0,Churned,CABA,Art supply store,VAT registered,7.0,,11.0,3.0
1769,Account 0449,Orders,Shipped,12231.0,Rep A,2022-11-03,2022-11-04,0,Low,AMBA Norte,Workshop,Simplified regime,7.0,Upfront,9.0,13.0
1770,Account 0503,Orders,Shipped,13079.0,Rep B,2022-09-29,2022-10-13,4,Standard,Misiones,Other,Simplified regime,7.0,Upfront,10.0,7.0
1771,Account 0504,Orders,Shipped,12758.0,Rep B,2022-09-13,2022-10-03,4,Key,Tierra del Fuego,Art supply store,Simplified regime,7.0,,5.0,1.0
1772,Account 0363,Orders,Shipped,12999.0,Rep C,2022-08-11,2022-09-06,5,Standard,Santa Fe,Workshop,Simplified regime,15.0,,15.0,7.0
1773,Account 0390,Orders,Shipped,12808.0,Rep A,2022-03-11,2022-03-18,0,Standard,AMBA Norte,Art supply store,VAT registered,15.0,,8.0,7.0
1774,Account 0114,Orders,Shipped,13105.0,Rep A,2022-07-07,2022-07-20,3,Potential,BA Atlantico,Paint store,VAT registered,28.0,,10.0,5.0
1775,Account 0453,Orders,Shipped,12796.0,Rep C,2022-02-14,2022-03-07,2,Low,AMBA Sur,Art supply store,VAT registered,15.0,,3.0,5.0
1776,Account 0441,Orders,Shipped,12648.0,Rep A,2022-07-26,2022-08-08,0,Standard,CABA,Other,VAT registered,15.0,Upfront,3.0,3.0
1777,Account 0449,Orders,Shipped,12839.0,Rep A,2022-08-29,2022-09-02,2,Low,AMBA Norte,Workshop,Simplified regime,7.0,Upfront,9.0,13.0
1778,Account 0498,Orders,Shipped,12503.0,Rep B,2022-10-20,2022-11-01,3,Low,AMBA Sur,Workshop,Final consumer,7.0,,5.0,6.0
1779,Account 0119,Orders,Shipped,12369.0,Rep A,2022-03-04,2022-03-18,0,Potential,Chubut,Art supply store,Simplified regime,15.0,Upfront,17.0,7.0
1780,Account 0460,Orders,Shipped,12521.0,Rep C,2022-02-23,2022-05-11,1,Standard,AMBA Norte,Art supply store,Simplified regime,28.0,Upfront,7.0,7.0
1781,Account 0460,Orders,Shipped,12147.0,Rep A,2022-03-07,2022-03-31,0,Standard,AMBA Norte,Art supply store,Simplified regime,28.0,Upfront,7.0,7.0
1782,Account 0480,Orders,Shipped,12924.0,Rep A,2022-04-18,2022-05-09,2,Standard,AMBA Norte,Art supply store,Simplified regime,7.0,Upfront,11.0,7.0
1783,Account 0185,Orders,Shipped,12232.0,Rep A,2021-10-21,2021-11-01,0,Key,CABA,Art supply store,VAT registered,22.0,30 days,15.0,39.0
1784,Account 0346,Orders,Shipped,12084.0,Rep A,2022-02-10,2022-02-18,0,Standard,San Luis,Art supply store,Simplified regime,15.0,,6.0,9.0
1785,Account 0182,Orders,Shipped,12186.0,Rep A,2022-03-11,2022-03-18,0,Standard,AMBA Norte,Art supply store,VAT registered,22.0,Upfront,13.0,6.0
1786,Account 0409,Orders,Shipped,12922.0,Rep A,2023-03-28,2023-03-30,0,Standard,CABA,Other,Simplified regime,22.0,Upfront,17.0,53.0
1787,Account 0505,Orders,Shipped,12263.0,Rep A,2022-08-22,2022-09-02,0,Low,BA Atlantico,Workshop,Simplified regime,,Upfront,2.0,3.0
1788,Account 0506,Orders,Shipped,12704.0,Rep A,2021-11-16,2022-02-15,0,Churned,Cordoba,Other,Final consumer,,Upfront,9.0,6.0
1789,Account 0267,Orders,Shipped on credit,12917.0,Rep A,2022-10-27,2023-01-06,1,Key,CABA,Art supply store,VAT registered,22.0,30 days,13.0,10.0
1790,Account 0104,Orders,Shipped on credit,11933.0,Rep A,2022-07-22,2022-08-26,6,Churned,AMBA Norte,Other,VAT registered,22.0,Upfront,7.0,5.0
1791,Account 0507,Orders,Shipped,12773.0,Rep A,2021-11-01,2021-11-09,0,Churned,BA Atlantico,Other,Simplified regime,,,11.0,1.0
1792,Account 0447,Orders,Shipped,12186.0,Rep A,2022-08-19,2022-09-09,2,Low,CABA,Workshop,Final consumer,7.0,,6.0,2.0
1793,Account 0180,Orders,Shipped on credit,12063.0,Rep A,2022-05-19,2022-07-07,1,Potential,AMBA Norte,Workshop,Final consumer,22.0,30 days,16.0,14.0
1794,Account 0071,Orders,Shipped on credit,12641.0,Rep A,2022-09-19,2022-11-24,1,Potential,CABA,Art supply store,Simplified regime,22.0,30 days,20.0,14.0
1795,Account 0287,Orders,Shipped,12911.0,Rep A,2022-10-11,2022-10-24,0,Standard,BA Atlantico,Workshop,Final consumer,22.0,Upfront,5.0,8.0
1796,Account 0219,Orders,Shipped,12130.0,Rep A,2022-01-21,2022-02-14,0,Standard,AMBA Sur,Paint store,VAT registered,28.0,Upfront,6.0,4.0
1797,Account 0225,Orders,Shipped,12453.0,Rep A,2021-12-14,2022-01-10,0,Standard,AMBA Sur,Other,VAT registered,15.0,Upfront,12.0,4.0
1798,Account 0154,Orders,Shipped,12078.0,Rep C,2023-02-27,2023-03-07,0,Standard,BA Este,Other,VAT registered,22.0,,4.0,3.0
1799,Account 0126,Orders,Shipped,12403.0,Rep A,2022-07-01,2022-07-27,2,Standard,CABA,Workshop,VAT registered,22.0,,11.0,5.0
1800,Account 0508,Orders,Shipped on credit,12481.0,Rep C,2022-05-23,2022-07-21,0,Low,AMBA Norte,Art supply store,Simplified regime,15.0,,4.0,3.0
1801,Account 0024,Orders,Shipped,12448.0,Rep A,2022-01-19,2022-02-01,0,Strategic,CABA,Paint store,VAT registered,28.0,Upfront,13.0,33.0
1802,Account 0451,Orders,Shipped,12451.0,Rep A,2022-01-17,2022-02-04,0,Standard,AMBA Norte,Art supply store,Simplified regime,15.0,Upfront,11.0,7.0
1803,Account 0509,Orders,Shipped,11838.0,Rep A,2021-12-16,2021-12-29,0,Churned,AMBA Sur,Art supply store,Simplified regime,15.0,,2.0,1.0
1804,Account 0422,Orders,Shipped,12511.0,Rep B,2022-08-25,2022-09-22,2,Standard,BA Este,Art supply store,Simplified regime,7.0,Upfront,8.0,6.0
1805,Account 0472,Orders,Shipped on credit,12486.0,Rep A,2021-12-22,2022-02-22,0,Low,BA Norte,Art supply store,Simplified regime,7.0,Open account,1.0,4.0
1806,Account 0510,Orders,Shipped,12464.0,Rep A,2022-07-04,2022-07-18,0,Low,AMBA Sur,Workshop,Final consumer,7.0,,3.0,3.0
1807,Account 0324,Orders,Shipped,11713.0,Rep A,2022-07-22,2022-08-08,0,Standard,BA Sur,Art supply store,Final consumer,,Upfront,2.0,10.0
1808,Account 0406,Orders,Shipped,12161.0,Rep A,2021-10-25,2021-10-28,0,Standard,Mendoza,Other,Final consumer,7.0,Upfront,9.0,3.0
1809,Account 0496,Orders,Shipped,12114.0,Rep B,2022-10-28,2022-11-07,1,Low,AMBA Sur,Art supply store,Simplified regime,7.0,,2.0,3.0
1810,Account 0511,Orders,Shipped,11714.0,Rep A,2021-11-17,2022-02-15,0,Churned,Cordoba,Workshop,Simplified regime,7.0,,2.0,1.0
1811,Account 0512,Orders,Shipped,11867.0,Rep A,2021-11-15,2022-01-12,0,Low,BA Atlantico,Art supply store,VAT registered,7.0,,2.0,1.0
1812,Account 0503,Orders,Shipped,12128.0,Rep A,2022-08-19,2022-08-25,0,Standard,Misiones,Other,Simplified regime,7.0,Upfront,10.0,7.0
1813,Account 0513,Orders,Shipped,12494.0,Rep A,2022-02-04,2022-02-10,0,Churned,CABA,Other,Simplified regime,7.0,,4.0,1.0
1814,Account 0229,Orders,Shipped,11863.0,Rep C,2022-02-01,2022-02-10,1,Standard,AMBA Sur,Art supply store,Final consumer,7.0,,10.0,4.0
1815,Account 0319,Orders,Shipped,12570.0,Rep C,2022-03-29,2022-05-02,0,Standard,AMBA Sur,Other,Final consumer,22.0,Upfront,12.0,13.0
1816,Account 0514,Orders,Shipped,12220.0,Rep A,2022-11-15,2022-11-24,0,Low,AMBA Norte,Art supply store,Simplified regime,7.0,,4.0,6.0
1817,Account 0284,Orders,Shipped,12475.0,Rep A,2022-08-09,2022-08-25,3,Standard,Neuquen,Workshop,Final consumer,7.0,Upfront,6.0,3.0
1818,Account 0351,Orders,Shipped,12098.0,Rep B,2022-09-27,2022-10-13,3,Standard,Entre Rios,Other,Final consumer,7.0,Upfront,6.0,2.0
1819,Account 0434,Orders,Shipped,12104.0,Rep A,2021-11-17,2022-02-15,0,Standard,Santa Fe,Workshop,Simplified regime,15.0,Upfront,10.0,11.0
1820,Account 0422,Orders,Shipped,12221.0,Rep A,2021-12-01,2022-01-12,0,Standard,BA Este,Art supply store,Simplified regime,7.0,Upfront,8.0,6.0
1821,Account 0515,Orders,Shipped,12548.0,Rep A,2021-12-10,2022-01-11,0,Churned,Salta,Workshop,Final consumer,15.0,,3.0,1.0
1822,Account 0498,Orders,Shipped,12022.0,Rep A,2022-11-14,2022-11-22,0,Low,AMBA Sur,Workshop,Final consumer,7.0,,5.0,6.0
1823,Account 0299,Orders,Shipped,12037.0,Rep A,2022-07-07,2022-07-20,2,Churned,BA Este,Other,Final consumer,22.0,Upfront,6.0,10.0
1824,Account 0324,Orders,Shipped,12114.0,Rep A,2022-10-04,2022-10-14,0,Standard,BA Sur,Art supply store,Final consumer,,Upfront,2.0,10.0
1825,Account 0086,Orders,Shipped on credit,12276.0,Rep A,2022-01-20,2022-05-11,0,Standard,CABA,Workshop,Simplified regime,22.0,Open account,21.0,12.0
1826,Account 0516,Orders,Shipped,11426.0,Rep A,2021-11-17,2022-02-15,0,Churned,San Juan,Other,Simplified regime,22.0,,1.0,1.0
1827,Account 0434,Orders,Shipped,11953.0,Rep A,2022-01-27,2022-02-03,0,Standard,Santa Fe,Workshop,Simplified regime,15.0,Upfront,10.0,11.0
1828,Account 0413,Orders,Shipped,11905.0,Rep A,2022-08-31,2022-09-19,0,Standard,BA Sur,Workshop,Simplified regime,15.0,Upfront,10.0,12.0
1829,Account 0517,Orders,Shipped,12413.0,Rep A,2021-11-16,2022-02-15,0,Maker,,,,,,1.0,1.0
1830,Account 0185,Orders,Shipped on credit,11852.0,Rep A,2022-03-11,2022-03-18,0,Key,CABA,Art supply store,VAT registered,22.0,30 days,15.0,39.0
1831,Account 0424,Orders,Shipped,11817.0,Rep A,2022-03-23,2022-04-22,0,Standard,Entre Rios,Paint store,VAT registered,7.0,,10.0,6.0
1832,Account 0422,Orders,Shipped,12399.0,Rep A,2022-03-11,2022-05-11,2,Standard,BA Este,Art supply store,Simplified regime,7.0,Upfront,8.0,6.0
1833,Account 0307,Orders,Shipped,11788.0,Rep A,2022-07-05,2022-08-17,3,Key,Rio Negro,Art supply store,Simplified regime,15.0,,11.0,5.0
1834,Account 0453,Orders,Shipped,11462.0,Rep A,2022-09-20,2022-09-27,0,Low,AMBA Sur,Art supply store,VAT registered,15.0,,3.0,5.0
1835,Account 0338,Orders,Shipped,11480.0,Rep A,2022-05-02,2022-05-11,0,Key,Santa Fe,Other,VAT registered,15.0,Upfront,9.0,4.0
1836,Account 0122,Orders,Shipped,11306.0,Rep A,2022-11-30,2022-12-07,0,Standard,AMBA Norte,Art supply store,VAT registered,22.0,Upfront,17.0,10.0
1837,Account 0140,Orders,Shipped,11162.0,Rep A,2022-03-30,2022-06-15,0,Churned,AMBA Norte,Paint store,VAT registered,15.0,Upfront,5.0,3.0
1838,Account 0395,Orders,Shipped,11642.0,Rep A,2022-06-27,2022-07-11,0,Standard,Neuquen,Art supply store,Simplified regime,15.0,Upfront,9.0,6.0
1839,Account 0445,Orders,Shipped,12017.0,Rep A,2022-03-04,2022-03-17,0,Standard,AMBA Norte,Art supply store,VAT registered,15.0,Upfront,14.0,20.0
1840,Account 0323,Orders,Shipped,11964.0,Rep A,2022-02-14,2022-03-10,0,Standard,CABA,Art supply store,Simplified regime,28.0,Upfront,13.0,7.0
1841,Account 0460,Orders,Shipped,11136.0,Rep A,2021-10-22,2021-12-29,0,Standard,AMBA Norte,Art supply store,Simplified regime,28.0,Upfront,7.0,7.0
1842,Account 0428,Orders,Shipped,11764.0,Rep A,2022-09-16,2022-10-03,2,Low,AMBA Norte,Workshop,Final consumer,7.0,Upfront,5.0,2.0
1843,Account 0413,Orders,Shipped,11271.0,Rep C,2022-03-11,2022-03-18,1,Standard,BA Sur,Workshop,Simplified regime,15.0,Upfront,10.0,12.0
1844,Account 0451,Orders,Shipped,12171.0,Rep A,2022-04-26,2022-05-11,2,Standard,AMBA Norte,Art supply store,Simplified regime,15.0,Upfront,11.0,7.0
1845,Account 0194,Orders,Shipped,11257.0,Rep A,2022-05-10,2022-07-04,2,Standard,BA Norte,Paint store,VAT registered,,Upfront,7.0,4.0
1846,Account 0094,Orders,Shipped,11771.0,Rep A,2022-06-21,2022-07-04,0,Standard,CABA,Paint store,VAT registered,22.0,Upfront,10.0,6.0
1847,Account 0518,Orders,Shipped,11407.0,Rep A,2021-11-09,2021-11-12,0,Churned,CABA,Workshop,Final consumer,22.0,Upfront,17.0,7.0
1848,Account 0279,Orders,Shipped,11765.0,Rep A,2022-02-09,2022-02-11,0,Standard,AMBA Sur,Art supply store,Simplified regime,15.0,,10.0,8.0
1849,Account 0117,Orders,Shipped,11497.0,Rep A,2022-09-06,2022-09-27,3,Potential,Chaco,Other,VAT registered,22.0,Upfront,10.0,6.0
1850,Account 0451,Orders,Shipped,11830.0,Rep A,2022-06-29,2022-07-11,0,Standard,AMBA Norte,Art supply store,Simplified regime,15.0,Upfront,11.0,7.0
1851,Account 0017,Orders,Shipped,11213.0,Rep A,2022-03-03,2022-03-18,0,Churned,Mendoza,Distributor,VAT registered,22.0,Upfront,5.0,6.0
1852,Account 0397,Orders,Shipped,11989.0,Rep A,2022-07-06,2022-07-27,3,Standard,AMBA Sur,Art supply store,VAT registered,15.0,,13.0,6.0
1853,Account 0409,Orders,Shipped,11516.0,Rep A,2022-03-02,2022-03-15,0,Standard,CABA,Other,Simplified regime,22.0,Upfront,17.0,53.0
1854,Account 0409,Orders,Shipped,11794.0,Rep A,2023-02-24,2023-03-07,0,Standard,CABA,Other,Simplified regime,22.0,Upfront,17.0,53.0
1855,Account 0416,Orders,Shipped,11880.0,Rep C,2022-03-22,2022-05-02,1,Standard,AMBA Norte,Paint store,VAT registered,15.0,Upfront,15.0,5.0
1856,Account 0424,Orders,Shipped,12046.0,Rep A,2021-11-26,2022-01-11,0,Standard,Entre Rios,Paint store,VAT registered,7.0,,10.0,6.0
1857,Account 0308,Orders,Shipped,11150.0,Rep C,2022-03-14,2022-05-09,1,Standard,La Rioja,Art supply store,Simplified regime,7.0,Upfront,6.0,3.0
1858,Account 0093,Orders,Shipped,11222.0,Rep A,2022-07-29,2022-08-17,0,Potential,Santa Fe,Paint store,VAT registered,22.0,Upfront,9.0,6.0
1859,Account 0365,Orders,Shipped,11167.0,Rep A,2022-09-12,2022-09-23,4,Standard,AMBA Norte,Art supply store,VAT registered,15.0,,13.0,6.0
1860,Account 0389,Orders,Shipped,11179.0,Rep B,2022-10-13,2022-10-28,2,Standard,AMBA Sur,Art supply store,VAT registered,15.0,Upfront,12.0,12.0
1861,Account 0164,Orders,Shipped,11537.0,Rep A,2021-10-26,2021-11-01,0,Standard,CABA,Art supply store,Simplified regime,22.0,Upfront,11.0,10.0
1862,Account 0422,Orders,Shipped,11996.0,Rep A,2022-05-27,2022-06-15,1,Standard,BA Este,Art supply store,Simplified regime,7.0,Upfront,8.0,6.0
1863,Account 0131,Orders,Shipped,11963.0,Rep A,2022-01-31,2022-03-10,0,Standard,AMBA Sur,Other,Simplified regime,15.0,Upfront,11.0,3.0
1864,Account 0209,Orders,Shipped,11383.0,Rep A,2022-07-08,2022-07-27,1,Low,Cordoba,Workshop,Simplified regime,7.0,,6.0,3.0
1865,Account 0185,Orders,Shipped,11499.0,Rep A,2022-03-02,2022-03-17,0,Key,CABA,Art supply store,VAT registered,22.0,30 days,15.0,39.0
1866,Account 0394,Orders,Shipped,11709.0,Rep A,2022-01-28,2022-02-04,0,Low,Cordoba,Art supply store,Simplified regime,15.0,,7.0,4.0
1867,Account 0389,Orders,Shipped,11787.0,Rep A,2021-11-05,2021-12-29,0,Standard,AMBA Sur,Art supply store,VAT registered,15.0,Upfront,12.0,12.0
1868,Account 0324,Orders,Shipped,10948.0,Rep A,2022-08-26,2022-09-19,0,Standard,BA Sur,Art supply store,Final consumer,,Upfront,2.0,10.0
1869,Account 0374,Orders,Shipped,11292.0,Rep A,2022-07-27,2022-08-17,3,Low,BA Centro,Workshop,Simplified regime,,,7.0,2.0
1870,Account 0417,Orders,Shipped,11629.0,Rep C,2022-05-09,2022-10-03,0,Churned,Santa Fe,Art supply store,Simplified regime,28.0,,6.0,2.0
1871,Account 0216,Orders,Shipped,11022.0,Rep A,2022-05-24,2022-06-15,2,Potential,Entre Rios,Workshop,Simplified regime,15.0,Upfront,13.0,9.0
1872,Account 0449,Orders,Shipped,11165.0,Rep A,2022-11-28,2022-11-29,2,Low,AMBA Norte,Workshop,Simplified regime,7.0,Upfront,9.0,13.0
1873,Account 0178,Orders,Shipped,11772.0,Rep A,2022-04-12,2022-05-06,0,Standard,BA Norte,Other,VAT registered,28.0,Upfront,6.0,10.0
1874,Account 0185,Orders,Shipped on credit,11767.0,Rep A,2021-11-17,2022-02-22,0,Key,CABA,Art supply store,VAT registered,22.0,30 days,15.0,39.0
1875,Account 0434,Orders,Shipped,11652.0,Rep A,2022-04-07,2022-05-05,0,Standard,Santa Fe,Workshop,Simplified regime,15.0,Upfront,10.0,11.0
1876,Account 0389,Orders,Shipped,11507.0,Rep B,2023-01-09,2023-01-13,0,Standard,AMBA Sur,Art supply store,VAT registered,15.0,Upfront,12.0,12.0
1877,Account 0158,Orders,Shipped,10902.0,Rep A,2022-08-02,2022-08-17,0,Standard,Santa Fe,Art supply store,Simplified regime,22.0,Upfront,9.0,7.0
1878,Account 0086,Orders,Shipped on credit,10958.0,Rep A,2022-11-03,2022-12-15,2,Standard,CABA,Workshop,Simplified regime,22.0,Open account,21.0,12.0
1879,Account 0519,Orders,Shipped on credit,11193.0,Rep A,2022-04-27,2022-07-04,0,Low,AMBA Sur,Workshop,Final consumer,7.0,Upfront,3.0,3.0
1880,Account 0520,Orders,Shipped,11163.0,Rep A,2021-10-21,2022-01-11,0,Churned,BA Atlantico,Other,Simplified regime,15.0,,3.0,1.0
1881,Account 0413,Orders,Shipped,11098.0,Rep A,2021-11-23,2021-12-29,0,Standard,BA Sur,Workshop,Simplified regime,15.0,Upfront,10.0,12.0
1882,Account 0521,Orders,Shipped,11230.0,Rep B,2022-10-06,2022-10-17,3,Low,BA Atlantico,Art supply store,Simplified regime,7.0,Upfront,9.0,7.0
1883,Account 0522,Orders,Shipped,10938.0,Rep A,2023-04-03,2023-04-05,0,Standard,Tierra del Fuego,Workshop,Exempt,15.0,,0.0,1.0
1884,Account 0389,Orders,Shipped,11300.0,Rep A,2022-06-14,2022-07-04,2,Standard,AMBA Sur,Art supply store,VAT registered,15.0,Upfront,12.0,12.0
1885,Account 0346,Orders,Shipped,10831.0,Rep A,2022-08-02,2022-08-17,0,Standard,San Luis,Art supply store,Simplified regime,15.0,,6.0,9.0
1886,Account 0506,Orders,Shipped,10826.0,Rep A,2022-01-20,2022-02-03,0,Churned,Cordoba,Other,Final consumer,,Upfront,9.0,6.0
1887,Account 0361,Orders,Shipped,10594.0,Rep A,2022-01-26,2022-02-14,0,Churned,,Workshop,Simplified regime,15.0,,4.0,3.0
1888,Account 0396,Orders,Shipped,10657.0,Rep A,2021-11-01,2021-11-03,0,Churned,AMBA Norte,Workshop,Final consumer,15.0,,9.0,3.0
1889,Account 0521,Orders,Shipped,11364.0,Rep C,2022-05-12,2022-05-20,4,Low,BA Atlantico,Art supply store,Simplified regime,7.0,Upfront,9.0,7.0
1890,Account 0202,Orders,Shipped,10894.0,Rep A,2022-06-15,2022-07-18,2,Standard,BA Norte,Workshop,Simplified regime,28.0,,7.0,10.0
1891,Account 0195,Orders,Shipped,10646.0,Rep A,2021-11-04,2022-02-21,0,Potential,BA Centro,Paint store,VAT registered,22.0,,15.0,12.0
1892,Account 0186,Orders,Shipped,11197.0,Rep A,2022-07-07,2022-08-08,2,Standard,Santiago del Estero,Workshop,Simplified regime,22.0,,13.0,8.0
1893,,Orders,Shipped,10939.0,Rep A,2022-01-21,2022-02-03,0,,,,,,,,
1894,Account 0368,Orders,Shipped,10332.0,Rep A,2022-04-18,2022-05-12,0,Standard,AMBA Norte,Paint store,VAT registered,15.0,Upfront,6.0,9.0
1895,Account 0363,Orders,Shipped,10652.0,Rep A,2022-03-30,2022-05-02,0,Standard,Santa Fe,Workshop,Simplified regime,15.0,,15.0,7.0
1896,Account 0409,Orders,Shipped,10501.0,Rep A,2022-10-13,2022-10-19,0,Standard,CABA,Other,Simplified regime,22.0,Upfront,17.0,53.0
1897,Account 0122,Orders,Shipped,10994.0,Rep A,2021-11-04,2021-11-09,0,Standard,AMBA Norte,Art supply store,VAT registered,22.0,Upfront,17.0,10.0
1898,Account 0415,Orders,Shipped,10578.0,Rep A,2022-02-07,2022-02-10,0,Standard,San Luis,Paint store,VAT registered,15.0,Upfront,7.0,9.0
1899,Account 0409,Orders,Shipped,10325.0,Rep A,2023-02-01,2023-02-06,1,Standard,CABA,Other,Simplified regime,22.0,Upfront,17.0,53.0
1900,Account 0182,Orders,Shipped,10311.0,Rep A,2021-11-10,2022-01-12,0,Standard,AMBA Norte,Art supply store,VAT registered,22.0,Upfront,13.0,6.0
1901,Account 0390,Orders,Shipped,10872.0,Rep C,2022-06-02,2022-07-04,3,Standard,AMBA Norte,Art supply store,VAT registered,15.0,,8.0,7.0
1902,Account 0479,Orders,Shipped,10247.0,Rep A,2022-05-24,2022-06-15,0,Standard,AMBA Sur,Workshop,Simplified regime,15.0,,9.0,4.0
1903,Account 0519,Orders,Shipped,11114.0,Rep A,2022-02-11,2022-03-09,0,Low,AMBA Sur,Workshop,Final consumer,7.0,Upfront,3.0,3.0
1904,Account 0226,Orders,Shipped,10370.0,Rep B,2022-09-05,2022-10-03,10,Standard,AMBA Sur,Art supply store,VAT registered,15.0,Upfront,15.0,2.0
1905,Account 0258,Orders,Shipped on credit,10843.0,Rep B,2022-09-02,2022-10-11,3,Potential,AMBA Sur,Art supply store,VAT registered,22.0,,10.0,5.0
1906,Account 0192,Orders,Shipped,10603.0,Rep A,2021-11-08,2021-12-28,0,Key,Santa Fe,Workshop,Simplified regime,22.0,30 days,14.0,12.0
1907,Account 0083,Orders,Shipped,10582.0,Rep A,2022-09-22,2022-10-03,0,Key,AMBA Norte,Art supply store,Simplified regime,7.0,Upfront,9.0,7.0
1908,Account 0234,Orders,Shipped,10181.0,Rep A,2022-04-29,2022-05-11,0,Standard,BA Este,Art supply store,Simplified regime,22.0,Upfront,8.0,11.0
1909,Account 0427,Orders,Shipped,10934.0,Rep A,2022-01-24,2022-02-03,0,Low,AMBA Sur,Workshop,Final consumer,15.0,Upfront,2.0,6.0
1910,Account 0386,Orders,Shipped,11029.0,Rep C,2022-01-25,2022-02-04,1,Low,AMBA Sur,Art supply store,Simplified regime,7.0,,9.0,2.0
1911,Account 0449,Orders,Shipped,10058.0,Rep A,2023-03-08,2023-03-10,0,Low,AMBA Norte,Workshop,Simplified regime,7.0,Upfront,9.0,13.0
1912,Account 0394,Orders,Shipped,10222.0,Rep A,2021-10-21,2021-12-09,0,Low,Cordoba,Art supply store,Simplified regime,15.0,,7.0,4.0
1913,Account 0413,Orders,Shipped,10983.0,Rep A,2022-05-30,2022-07-04,1,Standard,BA Sur,Workshop,Simplified regime,15.0,Upfront,10.0,12.0
1914,Account 0375,Orders,Shipped,10606.0,Rep A,2022-05-02,2022-05-11,2,Standard,Santa Fe,Workshop,Simplified regime,15.0,Upfront,11.0,8.0
1915,Account 0460,Orders,Shipped,10046.0,Rep A,2022-01-24,2022-02-10,0,Standard,AMBA Norte,Art supply store,Simplified regime,28.0,Upfront,7.0,7.0
1916,Account 0415,Orders,Shipped,10039.0,Rep B,2022-09-09,2022-09-19,0,Standard,San Luis,Paint store,VAT registered,15.0,Upfront,7.0,9.0
1917,Account 0324,Orders,Shipped,10473.0,Rep A,2021-11-16,2021-12-29,0,Standard,BA Sur,Art supply store,Final consumer,,Upfront,2.0,10.0
1918,Account 0382,Orders,Shipped,10512.0,Rep A,2022-01-13,2022-01-26,0,Standard,AMBA Norte,Other,VAT registered,15.0,,12.0,5.0
1919,Account 0479,Orders,Shipped,10373.0,Rep A,2022-01-20,2022-03-09,0,Standard,AMBA Sur,Workshop,Simplified regime,15.0,,9.0,4.0
1920,Account 0449,Orders,Shipped,10730.0,Rep A,2022-05-17,2022-05-26,0,Low,AMBA Norte,Workshop,Simplified regime,7.0,Upfront,9.0,13.0
1921,Account 0337,Orders,Shipped,10243.0,Rep A,2022-06-15,2022-07-04,2,Low,AMBA Sur,Workshop,Simplified regime,7.0,Upfront,3.0,4.0
